URL,Status,New URL
Random resources,"This page is sorted, but might not have all the links from the bulk page. Please share"
http://hackersurfing.com/,404,Form Link
https://techmeabroad.com/,Net:HTTP Error
http://www.yourrate.co/,200
Women In Tech
https://www.powertofly.com/jobs/,200
Charleston
http://www.charlestonworks.com/,200
http://www.charlestondigitalcorridor.com/talent/jobs/,301
Travel based
http://www.remoteyear.com/,200
Socially curated lists of jobs
http://whereis-whoishiring-hiring.me/,200
http://hnhiring.me/,200
Node and JS specific
https://www.npmjs.com/whoshiring,200
Jr
https://www.jrdevjobs.com,200
Startup oriented
https://news.ycombinator.com/jobs,200
https://triplebyte.com/,200
https://angel.co/jobs,200
https://www.producthunt.com/jobs,200
http://www.startuply.com/,Net:HTTP Error
Job boards from some cool sites
https://www.careershift.com,200
https://www.themuse.com/jobs,200
https://hired.com/,200
https://www.ziprecruiter.com,200
http://codepen.io/jobs,200
https://remoteok.io,200
http://frontenddeveloperjob.com/,200
https://www.linkedin.com/job/home?trk=hb_tab_jobs_top,302
http://authenticjobs.com,302
https://perks.io/,200
http://jobety.com/,301
https://stackoverflow.com/jobs?t=c&r=redirect,200
https://jobs.github.com/positions,200
http://jobs.smashingmagazine.com/,200
http://www.krop.com/,200
http://slashdot.org/job_board.pl?job-board.php,301
https://dribbble.com/jobs/,200
http://www.crunchboard.com/crunchboard.php,404
https://gun.io/,200
https://coderwall.com/jobs,200
http://jsfu.org/,200
http://jobs.nodejs.org/a/jobs/list/,200
https://www.producthunt.com/jobs,200
http://www.indeed.com/,200
http://arstechnica.com/jobs/,200
https://www.hackerrank.com/work/?utm_source=recruit2&utm_campaign=rebranding,200
http://jobs.readwriteweb.com/,200
http://jobs.ajaxian.com/,200
http://jobs.metafilter.com/,200
http://www.freshwebjobs.com/,200
http://www.coroflot.com/jobs,200
http://jobs.mashable.com/jobs/search/results,200
http://jobs.boxesandarrows.com/jobs,500
http://www.creativehotlist.com/,200
http://www.microlancer.com/freelance-switch/,301
http://www.sensationaljobs.com/,200
http://www.techinmotionevents.com/jobs,200
https://usv.com/jobs,302
Exclusively remote
https://remoteok.io/,200
https://weworkremotely.com/,200
http://www.workingnomads.co/jobs,200
http://remotedigest.com/,302
https://remotecoder.io/,200
https://jobsremotely.com/,200
https://www.wfh.io/,200
Mobile app specific
https://androidjobs.io/,200
http://jobs.coreint.org/,200
Houston / medical / oil & gas / energy specific
http://www.biospace.com/jobs/search-results.aspx/,200
http://www.memorialhermann.org/careers/,200
http://careers.texasmedicalcenter.org/careers,200
http://www.houstonmethodistcareers.org/jobs/?schedule=full-time&search_term=developer,200
https://sjobs.brassring.com/TGWebHost/home.aspx?partnerid=25765&siteid=5038,200
https://ch.tbe.taleo.net/CH12/ats/careers/jobSearch.jsp?org=BCM&cws=1,302
https://sleh.taleo.net/careersection/external/jobsearch.ftl?lang=en,200
https://www.facebook.com/groups/houstondigitaljobs/,200
https://www.facebook.com/groups/437880809643302/,200
https://www.facebook.com/groups/houstonprogrammers/,200
Creative / Agency specific job listings
https://thefwa.com/jobs,200
http://www.awwwards.com/jobs/,200
https://www.toptal.com/developers,200
Internships and Apprenticeships
http://codingforinterviews.com/,200
https://underdog.io/,200
http://www.therotationship.com/,200
http://www.internships.com/,200
Government / Clearance
https://www.clearancejobs.com,200
Design / UI / UX
http://www.coroflot.com/jobs,200
Freelance
https://www.freelancer.com/jobs/1/,200
https://www.fieldnation.com/,200
https://www.fieldsolutions.com/wp/,200
https://www.upwork.com/,200
https://www.upwork.com,200
https://www.upwork.com/?r,200
https://www.upwork.com/,200
https://www.workmarket.com/,200
https://www.freelancersunion.org/contract-creator/,302
https://github.com/ericdodds/the-little-freelancer,200
"Triangle area, NC"
http://discourse.triangleruby.com/category/jobs,200
Ruby / Rails
http://bigtop.it/jobs/,200
http://jobs.rubynow.com/,200
